ppe_types_requested,datecreated,facility_type,stateprovince,county,censustractfips
"N95 Respirators, Face Shields, Gowns, Surgical Masks, Hand Sanitizer, Disposable Booties, Nitrile Gloves",2020-03-21 18:56:10+00:00,,CA,Sacramento,06067009641
"N95 Respirators, Surgical Masks",2020-03-21 19:22:00+00:00,,FL,Duval,12031001600
"Surgical Masks, N95 Respirators",2020-03-21 19:22:14+00:00,,FL,Duval,12031001600
"Face Shields, Nitrile Gloves, N95 Respirators, Gowns, Surgical Masks, Disinfecting Wipes",2020-03-21 19:32:00+00:00,,NV,Clark,32003000203
"Disinfecting Wipes, Nitrile Gloves, Gowns, Surgical Masks, Face Shields, N95 Respirators",2020-03-21 19:32:48+00:00,,NV,Clark,32003000203
"Surgical Masks, Disinfecting Wipes, Hand Sanitizer, Nitrile Gloves, N95 Respirators",2020-03-21 19:42:00+00:00,,CA,Los Angeles,06037701701
"N95 Respirators, Disinfecting Wipes, Surgical Masks, Nitrile Gloves, Hand Sanitizer",2020-03-21 19:42:08+00:00,,CA,Los Angeles,06037701701
"Surgical Masks, N95 Respirators, Disinfecting Wipes, Thermometers, Nitrile Gloves, Disposable Booties, Hand Sanitizer, Gowns, Face Shields",2020-03-21 19:49:00+00:00,,VA,,51630000201
"Surgical Masks, Hand Sanitizer, Disposable Booties, Nitrile Gloves, N95 Respirators, Gowns, Disinfecting Wipes, Thermometers, Face Shields",2020-03-21 19:49:28+00:00,,VA,,51630000201
"Nitrile Gloves, Gowns, N95 Respirators, Surgical Masks",2020-03-21 20:18:00+00:00,Other,TN,Williamson,47187050307
"Nitrile Gloves, Gowns, N95 Respirators, Surgical Masks",2020-03-21 20:18:13+00:00,Other,TN,Williamson,47187050307
"N95 Respirators, Disposable Booties, Nitrile Gloves, Gowns, Face Shields, Surgical Masks",2020-03-21 20:21:00+00:00,,NJ,Monmouth,34025810503
"Gowns, Disposable Booties, Surgical Masks, N95 Respirators, Face Shields, Nitrile Gloves",2020-03-21 20:21:31+00:00,,NJ,Monmouth,34025810503
"Hand Sanitizer, Surgical Masks, Disinfecting Wipes, Nitrile Gloves, N95 Respirators, Gowns, Face Shields",2020-03-21 20:35:00+00:00,,MA,Worcester,25027731400
"Nitrile Gloves, Disinfecting Wipes, N95 Respirators, Gowns, Hand Sanitizer, Surgical Masks, Face Shields",2020-03-21 20:35:54+00:00,,MA,Worcester,25027731400
"Face Shields, Disposable Booties, Nitrile Gloves, Surgical Masks, Gowns, N95 Respirators, Disinfecting Wipes",2020-03-21 20:55:20+00:00,,CA,Los Angeles,06037203300
N95 Respirators,2020-03-21 21:35:00+00:00,,CA,Santa Clara,06085511916
N95 Respirators,2020-03-21 21:35:32+00:00,,CA,Santa Clara,06085511916
"Surgical Masks, Gowns, Hand Sanitizer, Disinfecting Wipes, Disposable Booties, Nitrile Gloves, N95 Respirators, Face Shields",2020-03-21 21:40:00+00:00,,WA,Pierce,53053072509
"N95 Respirators, Gowns, Face Shields, Nitrile Gloves, Hand Sanitizer, Surgical Masks, Disinfecting Wipes, Disposable Booties",2020-03-21 21:40:03+00:00,,WA,Pierce,53053072509
"Disposable Booties, Face Shields, N95 Respirators, Surgical Masks, Disinfecting Wipes",2020-03-21 21:50:00+00:00,,CA,Los Angeles,06037224010
"Disinfecting Wipes, Face Shields, N95 Respirators, Disposable Booties, Surgical Masks",2020-03-21 21:50:08+00:00,,CA,Los Angeles,06037224010
"Gowns, Nitrile Gloves, Face Shields, Disposable Booties, Surgical Masks, N95 Respirators, Hand Sanitizer",2020-03-21 22:00:14+00:00,,CA,Los Angeles,06037404703
"N95 Respirators, Face Shields, Surgical Masks",2020-03-21 22:03:00+00:00,,CA,Los Angeles,06037543503
N95 Respirators,2020-03-21 22:03:09+00:00,,CA,Los Angeles,06037543503
"Nitrile Gloves, N95 Respirators, Disposable Booties, Face Shields, Surgical Masks, Hand Sanitizer, Disinfecting Wipes, Thermometers, Gowns",2020-03-21 22:05:00+00:00,,NY,New York,36061017200
"Hand Sanitizer, Nitrile Gloves, Thermometers, Coveralls / Bunny Suits, N95 Respirators, Disposable Booties, Surgical Masks, Gowns, Face Shields, Disinfecting Wipes",2020-03-21 22:05:51+00:00,,NY,New York,36061016800
"Surgical Masks, N95 Respirators, Gowns, Face Shields, Disposable Booties",2020-03-21 22:06:00+00:00,,AZ,Maricopa,04013981000
"Disposable Booties, Gowns, Surgical Masks, Face Shields, N95 Respirators",2020-03-21 22:06:55+00:00,,AZ,Maricopa,04013981000
"Surgical Masks, N95 Respirators, Surgical Masks, Surgical Masks, N95 Respirators, N95 Respirators, Surgical Masks, N95 Respirators",2020-03-21 22:08:07+00:00,Acute care hospital,CA,San Mateo,06081601902
"Surgical Masks, Nitrile Gloves, Face Shields, Gowns, N95 Respirators",2020-03-21 22:29:12+00:00,,NY,Westchester,36119981000
"Hand Sanitizer, Disinfecting Wipes, N95 Respirators, Nitrile Gloves, Surgical Masks, Gowns, Disposable Booties, Face Shields",2020-03-21 22:30:00+00:00,,MS,Harrison,28047002600
"Gowns, N95 Respirators, Face Shields, Surgical Masks, Disposable Booties, Nitrile Gloves, Hand Sanitizer, Disinfecting Wipes",2020-03-21 22:30:23+00:00,,MS,Harrison,28047002600
"Surgical Masks, N95 Respirators",2020-03-21 22:34:00+00:00,,WA,King,53033004000
Surgical Masks,2020-03-21 22:34:19+00:00,,WA,King,53033004000
Surgical Masks,2020-03-21 22:35:00+00:00,,WA,King,53033023700
Surgical Masks,2020-03-21 22:35:42+00:00,,WA,King,53033023700
"N95 Respirators, Surgical Masks, Face Shields",2020-03-21 23:13:35+00:00,,CA,Contra Costa,06013339001
"N95 Respirators, Gowns, Nitrile Gloves, Face Shields",2020-03-22 00:44:00+00:00,,TN,Obion,47131965500
"Gowns, Nitrile Gloves, N95 Respirators, Face Shields",2020-03-22 00:44:48+00:00,,TN,Obion,47131965500
"Nitrile Gloves, Surgical Masks, Hand Sanitizer, Disinfecting Wipes, Disposable Booties, Face Shields, N95 Respirators, Gowns",2020-03-22 01:43:00+00:00,,CA,Los Angeles,06037139401
"Gowns, Hand Sanitizer, Nitrile Gloves, Surgical Masks, Disposable Booties, Disinfecting Wipes, Face Shields, N95 Respirators",2020-03-22 01:43:03+00:00,,CA,Los Angeles,06037139401
"Face Shields, Disinfecting Wipes, Disposable Booties, Gowns, Hand Sanitizer, Surgical Masks, N95 Respirators, Nitrile Gloves",2020-03-22 02:03:00+00:00,,CA,Los Angeles,06037267901
"Disinfecting Wipes, Gowns, Face Shields, N95 Respirators, Disposable Booties, Hand Sanitizer, Surgical Masks, Nitrile Gloves",2020-03-22 02:03:05+00:00,,CA,Los Angeles,06037267901
"Disinfecting Wipes, Face Shields, Hand Sanitizer, N95 Respirators, Surgical Masks, Thermometers, Disposable Booties, Gowns",2020-03-22 03:36:00+00:00,,MO,Phelps,29161890401
"Hand Sanitizer, N95 Respirators, Thermometers, Gowns, Disinfecting Wipes, Disposable Booties, Face Shields, Surgical Masks",2020-03-22 03:36:33+00:00,,MO,Phelps,29161890401
"Hand Sanitizer, Disposable Booties, Disinfecting Wipes, Face Shields, Thermometers, Surgical Masks, N95 Respirators, Gowns, Nitrile Gloves",2020-03-22 03:40:00+00:00,,KY,Kenton,21117065400
"Disinfecting Wipes, Hand Sanitizer, Disposable Booties, Surgical Masks, Gowns, Thermometers, Face Shields, Nitrile Gloves, N95 Respirators",2020-03-22 03:40:06+00:00,,KY,Kenton,21117065400
"N95 Respirators, Face Shields, Nitrile Gloves, Hand Sanitizer, Thermometers, Gowns, Surgical Masks",2020-03-22 04:09:41+00:00,,NY,New York,36061011600
"Surgical Masks, N95 Respirators, Face Shields, Gowns",2020-03-22 04:11:00+00:00,,NJ,Union,34039038000
"Face Shields, N95 Respirators, Gowns, Surgical Masks",2020-03-22 04:11:28+00:00,,NJ,Union,34039038000
"Disposable Booties, Face Shields, N95 Respirators, Surgical Masks, Gowns, Nitrile Gloves",2020-03-22 04:43:41+00:00,,NY,New York,36061015602
"Coveralls / Bunny Suits, N95 Respirators, Nitrile Gloves, Face Shields, Disposable Booties, Surgical Masks, Gowns",2020-03-22 05:17:08+00:00,,IL,Cook,17031836200
"Disposable Booties, Face Shields, N95 Respirators, Hand Sanitizer, Disinfecting Wipes",2020-03-22 05:56:00+00:00,,MA,Suffolk,25025081001
"Hand Sanitizer, Disinfecting Wipes, Disposable Booties, N95 Respirators, Face Shields",2020-03-22 05:56:37+00:00,,MA,Suffolk,25025081001
"Gowns, Face Shields, N95 Respirators, Surgical Masks",2020-03-22 05:59:59+00:00,,MA,Middlesex,25017310602
"Face Shields, Disposable Booties, Gowns, Disinfecting Wipes, Hand Sanitizer, Thermometers, Nitrile Gloves, Surgical Masks, N95 Respirators",2020-03-22 06:13:00+00:00,,PA,Lehigh,42077006703
"Gowns, Face Shields, Disposable Booties, N95 Respirators, Disinfecting Wipes, Hand Sanitizer, Nitrile Gloves, Thermometers, Surgical Masks",2020-03-22 06:13:06+00:00,,PA,Lehigh,42077006703
"N95 Respirators, Disposable Booties, Gowns, Nitrile Gloves, Disinfecting Wipes, Surgical Masks, Thermometers, Face Shields, Hand Sanitizer",2020-03-22 07:47:00+00:00,,NY,New York,36061006200
"Hand Sanitizer, Nitrile Gloves, Surgical Masks, Gowns, N95 Respirators, Face Shields, Disinfecting Wipes, Thermometers, Disposable Booties",2020-03-22 07:47:08+00:00,,NY,New York,36061006200
"Nitrile Gloves, Surgical Masks, N95 Respirators, Disposable Booties, Face Shields, Gowns, Disinfecting Wipes, Hand Sanitizer, Thermometers",2020-03-22 07:51:00+00:00,,ME,Penobscot,23019000700
"Disposable Booties, Gowns, Nitrile Gloves, Surgical Masks, N95 Respirators, Face Shields",2020-03-22 08:06:00+00:00,,CA,San Mateo,06081605000
"Face Shields, Gowns, N95 Respirators, Nitrile Gloves, Surgical Masks, Disposable Booties",2020-03-22 08:06:48+00:00,,CA,San Mateo,06081605000
"Surgical Masks, Gowns, Face Shields, N95 Respirators, Nitrile Gloves, Disinfecting Wipes, Hand Sanitizer, Disposable Booties",2020-03-22 08:25:00+00:00,,MA,Suffolk,25025020301
"Disinfecting Wipes, Face Shields, Surgical Masks, Gowns, Disposable Booties, Hand Sanitizer, Nitrile Gloves, N95 Respirators",2020-03-22 08:25:25+00:00,,MA,Suffolk,25025020301
"Hand Sanitizer, Disposable Booties, Surgical Masks, Gowns, N95 Respirators, Face Shields, Nitrile Gloves",2020-03-22 08:47:00+00:00,,FL,Pinellas,12103028601
"Surgical Masks, Gowns, Nitrile Gloves, Hand Sanitizer, N95 Respirators, Face Shields, Disposable Booties",2020-03-22 08:47:34+00:00,,FL,Pinellas,12103028601
"Nitrile Gloves, Surgical Masks, Gowns, Disinfecting Wipes, Face Shields, Disposable Booties, N95 Respirators",2020-03-22 08:48:00+00:00,,MT,Ravalli,30081000502
"N95 Respirators, Disinfecting Wipes, Surgical Masks, Face Shields, Disposable Booties, Gowns, Nitrile Gloves",2020-03-22 08:48:38+00:00,,MT,Ravalli,30081000502
"Disposable Booties, Gowns, Surgical Masks, Face Shields, N95 Respirators",2020-03-22 08:59:00+00:00,,NY,Bronx,36005028600
"Face Shields, Surgical Masks, N95 Respirators, Disposable Booties, Gowns",2020-03-22 08:59:09+00:00,,NY,Bronx,36005028600
"Hand Sanitizer, N95 Respirators",2020-03-22 09:16:00+00:00,,NH,Merrimack,33013032500
"N95 Respirators, Hand Sanitizer",2020-03-22 09:16:55+00:00,,NH,Merrimack,33013032500
"Face Shields, Hand Sanitizer, Disposable Booties, Gowns, N95 Respirators, Surgical Masks, Nitrile Gloves",2020-03-22 09:19:00+00:00,,NH,Grafton,33009961701
"N95 Respirators, Face Shields, Surgical Masks, Disposable Booties, Hand Sanitizer, Gowns, Nitrile Gloves",2020-03-22 09:19:22+00:00,,NH,Grafton,33009961701
"Face Shields, Disinfecting Wipes, Surgical Masks, Gowns, N95 Respirators, Hand Sanitizer, Nitrile Gloves, Disposable Booties",2020-03-22 09:21:00+00:00,,NH,Hillsborough,33011001900
"Gowns, Face Shields, Hand Sanitizer, N95 Respirators, Surgical Masks, Disposable Booties, Nitrile Gloves, Disinfecting Wipes",2020-03-22 09:21:39+00:00,,NH,Hillsborough,33011001900
"Disinfecting Wipes, Hand Sanitizer, Surgical Masks, Gowns, Nitrile Gloves, Disposable Booties, Face Shields, N95 Respirators",2020-03-22 09:23:00+00:00,,CA,Orange,06059076001
"Disinfecting Wipes, Gowns, Face Shields, Disposable Booties, Hand Sanitizer, Nitrile Gloves, Surgical Masks, N95 Respirators",2020-03-22 09:23:42+00:00,,CA,Orange,06059076001
"Disposable Booties, N95 Respirators, Hand Sanitizer, Disinfecting Wipes, Gowns, Surgical Masks, Face Shields, Nitrile Gloves",2020-03-22 09:25:00+00:00,,NH,Hillsborough,33011010700
"Nitrile Gloves, Disposable Booties, Face Shields, N95 Respirators, Hand Sanitizer, Surgical Masks, Disinfecting Wipes, Gowns",2020-03-22 09:25:28+00:00,,NH,Hillsborough,33011010700
"Gowns, N95 Respirators, Disposable Booties, Face Shields, Hand Sanitizer, Nitrile Gloves, Surgical Masks",2020-03-22 09:29:00+00:00,,NH,Hillsborough,33011000901
"Face Shields, Gowns, Disposable Booties, Surgical Masks, Hand Sanitizer, Nitrile Gloves, N95 Respirators",2020-03-22 09:29:05+00:00,,NH,Hillsborough,33011000901
"Gowns, N95 Respirators, Disposable Booties, Disinfecting Wipes, Hand Sanitizer, Nitrile Gloves, Face Shields, Surgical Masks",2020-03-22 09:34:00+00:00,,CT,New Haven,09009140300
"Face Shields, Disposable Booties, Hand Sanitizer, Disinfecting Wipes, N95 Respirators, Gowns, Surgical Masks, Nitrile Gloves",2020-03-22 09:34:40+00:00,,CT,New Haven,09009140300
"Face Shields, Disinfecting Wipes, Nitrile Gloves, N95 Respirators, Surgical Masks",2020-03-22 09:54:00+00:00,,CA,San Mateo,06081601400
"N95 Respirators, Disinfecting Wipes, Face Shields, Nitrile Gloves, Surgical Masks",2020-03-22 09:54:47+00:00,,CA,San Mateo,06081601400
"Thermometers, Hand Sanitizer, Surgical Masks, Disinfecting Wipes, N95 Respirators, Nitrile Gloves, Gowns, Face Shields",2020-03-22 10:01:00+00:00,,VA,Loudoun,51107611009
"Thermometers, Surgical Masks, N95 Respirators, Hand Sanitizer, Gowns, Face Shields, Disinfecting Wipes, Nitrile Gloves",2020-03-22 10:01:19+00:00,,VA,Loudoun,51107611009
"Face Shields, Disinfecting Wipes, N95 Respirators, Surgical Masks",2020-03-22 10:04:23+00:00,,CA,Santa Clara,
"Face Shields, N95 Respirators",2020-03-22 10:13:51+00:00,,CA,San Mateo,
"Face Shields, Gowns, Disposable Booties, N95 Respirators, Disinfecting Wipes, Surgical Masks, Nitrile Gloves, Hand Sanitizer",2020-03-22 10:32:03+00:00,,NY,New York,36061014500
"Disposable Booties, Gowns, Nitrile Gloves, N95 Respirators, Disinfecting Wipes, Surgical Masks, Face Shields",2020-03-22 10:39:00+00:00,,TX,Tarrant,48439111557
"Nitrile Gloves, Surgical Masks, Disposable Booties, Disinfecting Wipes, Face Shields, Gowns, N95 Respirators",2020-03-22 10:39:55+00:00,,TX,Tarrant,48439111557
"Nitrile Gloves, Surgical Masks, Face Shields, Disposable Booties, N95 Respirators, Disinfecting Wipes, Gowns",2020-03-22 11:04:00+00:00,Other,OH,Hamilton,39061025402
"N95 Respirators, Disinfecting Wipes, Hand Sanitizer, Surgical Masks, Nitrile Gloves, Face Shields, Disposable Booties, Gowns",2020-03-22 11:04:40+00:00,Other,OH,Hamilton,39061025402
"Hand Sanitizer, Disinfecting Wipes, Surgical Masks, N95 Respirators, Disposable Booties, Nitrile Gloves, Face Shields, Gowns, Thermometers",2020-03-22 11:11:00+00:00,,OH,Franklin,39049007820
"Gowns, Disposable Booties, Hand Sanitizer, N95 Respirators, Disinfecting Wipes, Thermometers, Face Shields, Nitrile Gloves, Surgical Masks",2020-03-22 11:11:16+00:00,,OH,Franklin,39049007820
"Disinfecting Wipes, Gowns, N95 Respirators, Hand Sanitizer, Surgical Masks, Nitrile Gloves, Face Shields",2020-03-22 11:16:00+00:00,,WA,Whatcom,53073000401
"Nitrile Gloves, Surgical Masks, N95 Respirators, Hand Sanitizer, Face Shields, Gowns, Disinfecting Wipes",2020-03-22 11:16:16+00:00,,WA,Whatcom,53073000401
"Hand Sanitizer, Disinfecting Wipes, Gowns, N95 Respirators, Thermometers, Surgical Masks, Nitrile Gloves, Face Shields",2020-03-22 11:33:00+00:00,,TX,Bexar,48029181402
"Surgical Masks, N95 Respirators, Nitrile Gloves, Hand Sanitizer, Face Shields, Disinfecting Wipes, Gowns, Thermometers",2020-03-22 11:33:14+00:00,,TX,Bexar,48029181402
"Gowns, N95 Respirators, Face Shields, Nitrile Gloves, Disinfecting Wipes, Hand Sanitizer, Disposable Booties, Surgical Masks, Thermometers",2020-03-22 11:35:00+00:00,,IL,Cook,17031842800
"Face Shields, Gowns, Hand Sanitizer, N95 Respirators, Disinfecting Wipes, Thermometers, Surgical Masks, Nitrile Gloves, Disposable Booties",2020-03-22 11:35:59+00:00,,IL,Cook,17031842800
"Surgical Masks, Face Shields, N95 Respirators, Thermometers, Hand Sanitizer, Disposable Booties, Nitrile Gloves, Disinfecting Wipes, Gowns",2020-03-22 12:27:00+00:00,,GA,Cherokee,13057090103
"Disinfecting Wipes, Thermometers, N95 Respirators, Hand Sanitizer, Surgical Masks, Disposable Booties, Gowns, Face Shields, Nitrile Gloves",2020-03-22 12:27:46+00:00,,GA,Cherokee,13057090103
"Nitrile Gloves, Disposable Booties, Gowns, Disinfecting Wipes, Surgical Masks, N95 Respirators, Face Shields, Hand Sanitizer",2020-03-22 12:30:00+00:00,,NV,Clark,32003001902
"Nitrile Gloves, Surgical Masks, Gowns, Face Shields, Disinfecting Wipes, N95 Respirators, Hand Sanitizer, Disposable Booties",2020-03-22 12:30:19+00:00,,NV,Clark,32003001902
"Thermometers, Surgical Masks, Disinfecting Wipes, N95 Respirators, Gowns, Nitrile Gloves, Face Shields",2020-03-22 12:37:00+00:00,,MD,Prince George's,24033800515
"Surgical Masks, Disinfecting Wipes, Face Shields, N95 Respirators, Gowns, Hand Sanitizer",2020-03-22 12:37:00+00:00,,OK,Texas,40139950902
"Gowns, Thermometers, Disposable Booties, Disinfecting Wipes, Face Shields, Nitrile Gloves, Hand Sanitizer, Coveralls / Bunny Suits, Surgical Masks, N95 Respirators",2020-03-22 12:37:15+00:00,,MD,Prince George's,24033800515
"N95 Respirators, Hand Sanitizer, Gowns, Surgical Masks, Disinfecting Wipes, Face Shields",2020-03-22 12:37:28+00:00,,OK,Texas,40139950902
"Gowns, Nitrile Gloves, Surgical Masks, N95 Respirators, Disinfecting Wipes, Hand Sanitizer",2020-03-22 12:45:00+00:00,,WA,King,53033023700
"Nitrile Gloves, Gowns, Hand Sanitizer, Disinfecting Wipes, N95 Respirators, Surgical Masks",2020-03-22 12:45:32+00:00,,WA,King,53033023700
"Surgical Masks, N95 Respirators, Disinfecting Wipes, Face Shields, Hand Sanitizer",2020-03-22 12:52:00+00:00,,IL,Cook,17031838200
"N95 Respirators, Face Shields, Disinfecting Wipes, Hand Sanitizer, Surgical Masks",2020-03-22 12:52:30+00:00,,IL,Cook,17031838200
Hand Sanitizer,2020-03-22 13:01:00+00:00,,AL,Houston,01069040204
Hand Sanitizer,2020-03-22 13:01:37+00:00,,AL,Houston,01069040204
"Face Shields, Surgical Masks, N95 Respirators, Disinfecting Wipes, Disposable Booties, Gowns, Hand Sanitizer, Nitrile Gloves",2020-03-22 13:07:00+00:00,,AL,Jefferson,01073002305
"Face Shields, Hand Sanitizer, Nitrile Gloves, N95 Respirators, Disposable Booties, Surgical Masks, Gowns, Disinfecting Wipes",2020-03-22 13:07:04+00:00,,AL,Jefferson,01073002305
"Surgical Masks, Gowns, N95 Respirators, Face Shields",2020-03-22 13:12:00+00:00,,CA,San Diego,06073000400
"Face Shields, N95 Respirators, Gowns, Surgical Masks",2020-03-22 13:12:39+00:00,,CA,San Diego,06073000400
"Gowns, Face Shields, N95 Respirators",2020-03-22 13:22:42+00:00,Acute care hospital,CA,Sacramento,06067001300
"N95 Respirators, Gowns, Hand Sanitizer, Surgical Masks, Face Shields, Disinfecting Wipes",2020-03-22 13:30:00+00:00,,CA,Santa Clara,06085511609
"N95 Respirators, Gowns, Disinfecting Wipes, Surgical Masks, Face Shields, Hand Sanitizer",2020-03-22 13:30:04+00:00,,CA,Santa Clara,06085511609
"Nitrile Gloves, Face Shields, Surgical Masks, Disposable Booties, Gowns, N95 Respirators",2020-03-22 13:41:00+00:00,,PR,,72127010012
"Surgical Masks, Gowns, N95 Respirators, Nitrile Gloves, Disposable Booties, Face Shields",2020-03-22 13:41:13+00:00,,PR,,72127010012
"N95 Respirators, Surgical Masks, Nitrile Gloves",2020-03-22 13:46:00+00:00,,IA,Cerro Gordo,19033950300
"N95 Respirators, Surgical Masks, Nitrile Gloves",2020-03-22 13:46:05+00:00,,IA,Cerro Gordo,19033950300
"Surgical Masks, N95 Respirators, Hand Sanitizer, Disinfecting Wipes, Nitrile Gloves, Gowns",2020-03-22 13:48:00+00:00,,LA,Lafourche Parish,22057020400
"N95 Respirators, Surgical Masks, Gowns, Hand Sanitizer, Nitrile Gloves, Disinfecting Wipes",2020-03-22 13:48:02+00:00,,LA,Lafourche Parish,22057020400
"Face Shields, N95 Respirators, Surgical Masks",2020-03-22 13:52:00+00:00,,MO,Jackson,29095006900
"N95 Respirators, Gowns, Surgical Masks",2020-03-22 13:52:00+00:00,,NV,Clark,32003002961
"Disinfecting Wipes, Coveralls / Bunny Suits, Gowns, Hand Sanitizer, Face Shields, Surgical Masks, N95 Respirators",2020-03-22 13:52:03+00:00,,NV,Clark,32003002961
"Face Shields, Surgical Masks, N95 Respirators",2020-03-22 13:52:17+00:00,,MO,Jackson,29095006900
"Thermometers, Hand Sanitizer, Nitrile Gloves, Gowns, Disinfecting Wipes, Surgical Masks, Disposable Booties, Face Shields, N95 Respirators",2020-03-22 14:10:00+00:00,,WV,Raleigh,54081000600
